职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
嵌入式linux开发工程师,股份制企业,100-499人,2019-09-20 10:14:01,本科,软件/互联网开发/系统集成,3-5年,北京深思数盾科技股份有限公司,15K-25K,北京-海淀区,五险一金交通补助餐补补充医疗保险定期体检
前后端开发工程,股份制企业,100-499人,2019-09-20 14:14:05,本科,软件/互联网开发/系统集成,3-5年,陕西集群物联网服务管理股份有限公司,8K-10K,西安-未央区,五险一金年底双薪绩效奖金餐补补充医疗保险
java高级开发工程师,国企,100-499人,2019-09-20 14:23:19,大专,软件/互联网开发/系统集成,5-10年,重庆商社电子商务有限公司,8K-16K,重庆,年底双薪周末双休带薪年假高温补贴五险一金
Android App开发,民营,100-499人,2019-09-20 14:26:26,大专,软件/互联网开发/系统集成,1-3年,沈阳百捷软件有限公司,5K-10K,沈阳-浑南区,五险一金周末双休带薪年假交通补助餐补
mes软件开发工程师,股份制企业,1000-9999人,2019-09-20 14:41:47,大专,软件/互联网开发/系统集成,3-5年,青岛森麒麟轮胎股份有限公司,10K-15K,青岛-即墨区,五险一金包住餐补免费班车年底双薪
JAVA开发工程师,民营,20-99人,2019-09-20 14:27:08,大专,软件/互联网开发/系统集成,1-3年,福建麦格数码科技有限公司,5K-10K,北京,五险一金年底双薪绩效奖金定期体检弹性工作
.net软件开发工程师/C#开发工程师 [北京],民营,20-99人,2019-09-20 10:41:32,本科,软件/互联网开发/系统集成,3-5年,北京百顺世纪科技有限公司,15K-20K,北京,五险一金绩效奖金补充医疗保险
java开发工程师,民营,20-99人,2019-09-20 14:09:39,大专,软件/互联网开发/系统集成,1-3年,青岛中科睿丰信息科技有限公司,6K-8K,青岛,绩效奖金年终分红项目奖金补充医疗保险创业公司
.net中级开发工程师,国企,100-499人,2019-09-20 14:27:27,大专,软件/互联网开发/系统集成,3-5年,重庆商社电子商务有限公司,6K-12K,重庆,周末双休带薪年假高温补贴年底双薪五险一金
数据库开发工程师,民营,1000-9999人,2019-09-20 14:28:19,本科,软件/互联网开发/系统集成,3-5年,广东华讯工程有限公司,11K-15.5K,广州-越秀区,五险一金年终分红通讯补助带薪年假节日福利
java开发工程师,民营,20-99人,2019-09-20 14:45:11,大专,软件/互联网开发/系统集成,1-3年,哈尔滨俄运通科贸股份有限公司,4K-6K,哈尔滨,交通补助弹性工作定期体检员工旅游加班补助
.net高级开发工程师,国企,100-499人,2019-09-20 14:04:27,大专,软件/互联网开发/系统集成,5-10年,重庆商社电子商务有限公司,8K-16K,重庆,周末双休带薪年假高温补贴年底双薪五险一金
软件开发工程师,民营,20人以下,2019-09-20 14:07:03,大专,软件/互联网开发/系统集成,1-3年,成都思宇软件发展有限公司,6K-10K,成都,周末双休带薪年假
java开发工程师,股份制企业,20-99人,2019-09-20 14:17:04,大专,软件/互联网开发/系统集成,不限,青岛聚远网络科技有限公司,8K-15K,青岛,五险一金年底双薪绩效奖金股票期权节日福利
数据分析员,民营,100-499人,2019-09-20 14:05:17,大专,证券/期货/投资管理/服务,1-3年,上海思潮市场咨询有限公司,4K-6K,上海,五险一金带薪年假补充医疗保险节日福利项目奖金
大数据项目经理,外商独资,500-999人,2019-09-20 14:19:02,本科,IT管理/项目协调,3-5年,家乐福（中国）管理咨询服务有限公司,薪资面议,上海,五险一金年底双薪补充医疗保险弹性工作
数据产品经理,民营,10000人以上,2019-09-20 11:51:44,本科,市场,5-10年,新奥集团股份有限公司,20K-30K,北京-朝阳区,五险一金餐补交通补助通讯补助带薪年假
储能EMS架构师,其它,1000-9999人,2019-09-20 14:20:25,本科,软件/互联网开发/系统集成,3-5年,合肥国轩高科动力能源有限公司,15K-30K,合肥-新站综合开发试验区,包吃包住五险一金年底双薪交通补助
php开发工程师,民营,100-499人,2019-09-20 11:51:48,大专,软件/互联网开发/系统集成,1-3年,上海寅客网络科技有限公司,8K-12K,上海,周末双休五险一金年底双薪节日福利员工旅游
数据分析专员,民营,100-499人,2019-09-20 14:18:20,本科,财务/审计/税务,不限,万达宝贝王(天津)财务服务有限责任公司,4K-5K,天津,带薪年假定期体检14薪周末双休六险一金
数据工程师,民营,10000人以上,2019-09-20 11:58:59,本科,软件/互联网开发/系统集成,5-10年,新奥集团股份有限公司,20K-30K,北京-朝阳区,五险一金餐补交通补助带薪年假年底双薪
java开发工程师,合资,20-99人,2019-09-20 14:27:27,大专,软件/互联网开发/系统集成,5-10年,湖北众堃科技股份有限公司,10K-15K,武汉,五险一金绩效奖金定期体检带薪年假节日福利
数据库开发工程师,民营,20-99人,2019-09-20 12:15:02,大专,软件/互联网开发/系统集成,不限,上海至信信息科技有限公司,6K-8K,重庆,五险一金年底双薪绩效奖金加班补助交通补助
高级数据库开发工程师-杭州（估值事业部）,上市公司,1000-9999人,2019-09-20 14:10:09,本科,软件/互联网开发/系统集成,3-5年,恒生电子股份有限公司,15K-25K,杭州,五险一金加班补助餐补交通补助定期体检
数据分析师,民营,10000人以上,2019-09-20 13:04:52,大专,咨询/顾问/调研/数据分析,1-3年,成都华信智原科技有限公司,8K-10K,成都,五险一金年底双薪绩效奖金带薪年假定期体检
Java开发工程师,合资,20-99人,2019-09-20 11:29:01,本科,软件/互联网开发/系统集成,1-3年,上海龙智数码科技股份有限公司,5K-10K,上海-徐汇区,五险一金年底双薪加班补助交通补助餐补
数据工程师/ETL工程师,民营,500-999人,2019-09-20 13:38:49,本科,软件/互联网开发/系统集成,不限,北京泛鹏天地科技股份有限公司,6K-10K,武汉,节日福利每年多次调薪五险一金餐补通讯补助
java开发工程师,民营,20-99人,2019-09-20 11:06:02,本科,软件/互联网开发/系统集成,1-3年,优必爱信息技术(北京)有限公司,10K-15K,北京,14薪年底双薪绩效奖金股票期权带薪年假
销售经理（数据库及项目开发方向）,民营,100-499人,2019-09-20 11:51:06,大专,销售管理,3-5年,华韵文化科技有限公司,10K-15K,北京,每年多次调薪周末双休五险一金全勤奖节日福利
JAVA开发工程师,民营,100-499人,2019-09-20 14:21:26,大专,软件/互联网开发/系统集成,3-5年,河南黎希教育科技有限公司,8K-10K,郑州-惠济区,五险一金弹性工作节日福利定期团建出国游
数据分析师,民营,20-99人,2019-09-20 10:43:06,本科,软件/互联网开发/系统集成,3-5年,北京兰云科技有限公司,15K-25K,北京-海淀区,五险一金带薪年假定期体检绩效奖金节日福利
大数据产品经理,国企,100-499人,2019-09-20 13:19:20,本科,互联网产品/运营管理,1-3年,四川金熊猫新媒体有限公司,6K-12K,成都,周末双休餐补五险一金加班补助通讯补助
后端开发工程师,民营,20人以下,2019-09-20 14:07:36,本科,软件/互联网开发/系统集成,1-3年,山东研讯智能科技有限公司,5K-8K,烟台,五险一金餐补包吃节日福利定期体检
.net开发人员,民营,20-99人,2019-09-20 11:01:03,本科,软件/互联网开发/系统集成,不限,深圳市懿龙智能科技有限公司,5K-8K,深圳,
亚马逊产品开发,民营,20人以下,2019-09-20 14:41:02,大专,采购/贸易,1-3年,深圳市明道网络科技有限公司,6K-10K,深圳,
高级java开发工程师,股份制企业,100-499人,2019-09-20 10:50:27,本科,软件/互联网开发/系统集成,5-10年,奥拓思维(北京)软件股份有限公司,15K-20K,合肥,五险一金餐补带薪年假定期体检绩效奖金
Java中级开发工程师,民营,500-999人,2019-09-20 11:00:15,本科,软件/互联网开发/系统集成,3-5年,维恩贝特科技有限公司,10K-20K,上海,五险一金餐补带薪年假定期体检节日福利
JAVA开发工程师,股份制企业,20-99人,2019-09-20 11:02:54,本科,软件/互联网开发/系统集成,1-3年,北京融汇金信信息技术有限公司,15K-20K,北京,五险一金绩效奖金全勤奖餐补补充医疗保险
java开发工程师,民营,100-499人,2019-09-20 13:44:25,大专,软件/互联网开发/系统集成,1-3年,湖北楚天龙实业有限公司,5K-8K,武汉,五险一金补充医疗保险餐补年终奖人性化管理
C#开发工程师,民营,20人以下,2019-09-20 14:15:32,本科,软件/互联网开发/系统集成,1-3年,广州得维电子科技有限公司,6K-12K,广州,绩效奖金餐补通讯补助补充医疗保险定期体检
Java开发工程师,民营,20-99人,2019-09-20 11:12:03,本科,软件/互联网开发/系统集成,3-5年,灯塔财经信息有限公司,10K-20K,武汉,五险一金带薪年假弹性工作补充医疗保险定期体检
数据仓库工程师,民营,1000-9999人,2019-09-20 14:31:51,本科,软件/互联网开发/系统集成,3-5年,北京捷科智诚科技有限公司,8K-10K,北京,五险一金加班补助全勤奖
开发工程师,国企,100-499人,2019-09-20 10:59:07,本科,软件/互联网开发/系统集成,1-3年,北京大唐智能卡技术有限公司,5K-8K,北京-海淀区,五险一金绩效奖金交通补助餐补带薪年假
数据分析,民营,20-99人,2019-09-20 10:19:04,大专,软件/互联网开发/系统集成,1-3年,北京睿帆知数科技有限公司,8K-10K,北京,五险一金全勤奖交通补助餐补年底双薪
JAVA开发工程师,其它,20-99人,2019-09-20 14:07:09,学历不限,软件/互联网开发/系统集成,1-3年,南昌邦腾科技有限公司,4K-6K,南昌,
大数据项目经理,国企,100-499人,2019-09-20 13:19:20,本科,项目管理/项目协调,1-3年,四川金熊猫新媒体有限公司,6K-12K,成都,周末双休餐补五险一金加班补助通讯补助
java开发工程师（中高级）,民营,100-499人,2019-09-20 11:06:45,大专,软件/互联网开发/系统集成,5-10年,福建华闽通达信息技术有限公司,12K-20K,广州-海珠区,五险一金弹性工作带薪年假绩效奖金加班补助
java开发工程师,股份制企业,100-499人,2019-09-20 10:53:40,大专,软件/互联网开发/系统集成,3-5年,西安华炎信息科技有限公司,10K-15K,深圳-南山区,节日福利五险一金通讯补助带薪年假补充医疗保险
高级java开发工程师,民营,20人以下,2019-09-20 10:33:17,大专,软件/互联网开发/系统集成,3-5年,福建福宇智慧信息科技有限公司,10K-15K,福州,五险一金包吃周末双休节日福利带薪年假
.net开发工程师,国企,100-499人,2019-09-20 10:54:16,本科,软件/互联网开发/系统集成,1-3年,华体建设发展股份有限公司,6K-8K,北京,五险一金带薪年假餐补定期体检高温补贴
Java软件开发工程师,民营,20-99人,2019-09-20 10:48:17,大专,软件/互联网开发/系统集成,3-5年,南京掌缘信息科技有限公司,7K-12K,南京-建邺区,五险一金绩效奖金节日福利定期团建免费班车
C#开发工程师,民营,20人以下,2019-09-20 14:25:31,大专,软件/互联网开发/系统集成,1-3年,上海倍硕信息技术有限公司,8K-10K,上海,五险一金年底双薪项目奖金大牛带队弹性工作
java开发工程师,民营,20-99人,2019-09-20 14:26:14,本科,软件/互联网开发/系统集成,3-5年,北京鸿庄医疗器械科技有限公司,15K-20K,北京,五险一金绩效奖金餐补加班补助交通补助
数据库开发工程师,民营,20-99人,2019-09-20 10:51:31,本科,软件/互联网开发/系统集成,1-3年,南京瑞沃软件有限公司,6K-12K,南京,五险一金定期体检节日福利周末双休
（宝尊2020校招）开发工程师G02282,合资,1000-9999人,2019-09-20 10:49:17,本科,软件/互联网开发/系统集成,不限,上海宝尊电子商务有限公司,13K-15K,上海,年终分红带薪年假定期体检免费班车周末双休
软件开发工程师,其它,100-499人,2019-09-20 14:05:38,本科,软件/互联网开发/系统集成,1-3年,江苏基久网络科技有限公司内蒙古分公司,6K-8K,呼和浩特,五险一金周末双休定期体检通讯补助绩效奖金
高级软件开发工程师,民营,20人以下,2019-09-20 11:29:05,本科,软件/互联网开发/系统集成,3-5年,厦门华匠兴智能科技有限公司,8K-15K,厦门,周末双休项目奖金每年多次调薪节日福利五险一金
数据工程师,股份制企业,1000-9999人,2019-09-20 14:21:12,大专,软件/互联网开发/系统集成,1-3年,烟台海颐软件股份有限公司,9K-12K,沈阳-和平区,五险一金绩效奖金交通补助节日福利带薪年假
数据工程师,民营,20-99人,2019-09-20 14:33:46,本科,软件/互联网开发/系统集成,1-3年,昆明新奇星科技有限公司,8K-10K,昆明,五险一金绩效奖金带薪年假年底双薪创业公司
java服务器开发,上市公司,500-999人,2019-09-20 14:02:08,大专,软件/互联网开发/系统集成,1-3年,江苏易乐网络科技有限公司,7K-12K,镇江,五险一金年底双薪全勤奖交通补助餐补
大数据工程师（数据仓库方向）,外商独资,10000人以上,2019-09-20 14:30:38,本科,软件/互联网开发/系统集成,1-3年,康成投资(中国)有限公司,15K-25K,上海,五险一金年底双薪股票期权餐补通讯补助
大数据产品经理,民营,500-999人,2019-09-20 13:46:18,本科,软件/互联网开发/系统集成,5-10年,西安格蒂电力有限公司,20K-40K,西安-高新技术产业开发区,五险一金年底双薪交通补助餐补通讯补助
计算机.NET开发高级工程师,民营,20-99人,2019-09-20 13:44:07,本科,软件/互联网开发/系统集成,1-3年,苏州高新区测绘事务所有限公司,9K-12K,苏州,五险一金带薪年假包吃员工旅游租房补贴
数据挖掘工程师,民营,100-499人,2019-09-20 13:54:24,本科,软件/互联网开发/系统集成,1-3年,广州力诚投资有限公司,6K-8K,广州,包住五险一金高温补贴带薪年假节日福利
大数据运维专家,民营,1000-9999人,2019-09-20 14:28:19,本科,软件/互联网开发/系统集成,5-10年,广东华讯工程有限公司,15K-25K,郑州-金水区,五险一金通讯补助带薪年假弹性工作节日福利
大数据工程师（19年应届硕士解决北京户口）,民营,500-999人,2019-09-20 14:15:04,硕士,软件/互联网开发/系统集成,无经验,北京东华原医疗设备有限责任公司,10K-15K,北京-昌平区,五险一金周末双休包住带薪年假免费班车
gis开发工程师,不限,20-99人,2019-09-20 10:40:10,大专,软件/互联网开发/系统集成,3-5年,北京中兴瑞普科技有限公司,8K-16K,北京,五险一金周末双休
聘Android开发工程师,民营,20-99人,2019-09-20 11:23:48,本科,软件/互联网开发/系统集成,1-3年,深圳清迈科技有限公司,8K-15K,深圳,五险一金节日福利出国游年底双薪无试用期
java开发工程师,民营,20-99人,2019-09-20 12:03:05,本科,软件/互联网开发/系统集成,3-5年,卧涛科技有限公司,7K-10K,合肥,带薪年假周末双休绩效奖金节日福利员工旅游
软件开发java.net实习生,民营,100-499人,2019-09-20 14:06:46,大专,软件/互联网开发/系统集成,不限,上海今创信息技术有限公司江苏分公司,2.5K-5K,徐州-云龙区,周末双休五险一金绩效奖金交通补助通讯补助
数据分析工程师,股份制企业,100-499人,2019-09-20 14:05:34,本科,互联网产品/运营管理,1-3年,北京筑龙信息技术有限责任公司太原分公司,7K-12K,太原,五险一金周末双休定期体检节日福利员工旅游
