ok,msg,created_at,ids,mid,can_edit,raw_text,source,user_description,user_follow_count,user_gender,user_id,user_mbrank,user_mbtype,user_profile_url,user_profile_image_url,user_screen_name,user_statuses_count,user_urank,user_verified,user_veridied_reason,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382078323780878,4382078323780878,False,日本人,前后2000万 OPPO R11,,29,m,3014191241,0,0,https://m.weibo.cn/u/3014191241?uid=3014191241,https://tva2.sinaimg.cn/crop.0.0.180.180.180/b3a8e889jw8ehj0zff4qbj20500500so.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382071235107831,4382071235107831,False,期待新片，期待志玲与波多老师的合作，将会是影视界无法超越巅峰。[挤眼],iPhone客户端,商业服务行政管理人员,3439,m,2162702255,6,13,https://m.weibo.cn/u/2162702255?uid=2162702255,https://tvax4.sinaimg.cn/crop.0.0.750.750.180/80e837afly8g2m8iyit7mj20ku0ku0u1.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382067275844945,4382067275844945,False,恭喜恭喜,iPhone客户端,來自海外 馬來西亞的🥰,11,f,6540026213,0,0,https://m.weibo.cn/u/6540026213?uid=6540026213,https://tvax4.sinaimg.cn/crop.0.0.512.512.180/0078BhzLly8g30mv7onr7j30e80e8q3l.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382060519304240,4382060519304240,False,开心吗//@许魏洲ZZ:祝我女神新婚快乐，幸福一生。❤️,iPhone客户端,,5,f,7189936337,0,0,https://m.weibo.cn/u/7189936337?uid=7189936337,https://tvax4.sinaimg.cn/crop.0.0.751.751.180/007QAeT7ly8g3xdqmken4j30kv0kv3zk.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382055938861241,4382055938861241,False,滚出中国娱乐圈[并不简单],微博 weibo.com,,77,m,6192529113,0,0,https://m.weibo.cn/u/6192529113?uid=6192529113,https://tvax1.sinaimg.cn/crop.0.0.200.200.180/006L5dHPly8fjv3h40302j305k05ka9z.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382048988736393,4382048988736393,False,//@段子菌:哇塞⊙∀⊙！祝福女神找到真爱，转发给粉丝送一个520块恋爱基金，15号开奖，只要相信，真爱永远不会缺席[心]@微博抽奖平台,荣耀V10 我AI的快,此生不悔入羊圈❤️,178,f,6643248325,1,2,https://m.weibo.cn/u/6643248325?uid=6643248325,https://tvax4.sinaimg.cn/crop.0.0.664.664.180/007fAomxly8g2igy4uavuj30ig0ig757.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382045410973257,4382045410973257,False,//@看见卍://@松下卫浴:恭喜松下首席体验官志玲姐姐！！[男孩儿][女孩儿]新家的全套卫浴我承包了！！顺便抽个奖，转评本条微博，抽一台松下即热全功能款智能马桶盖5210！！不为啥，卫浴君高兴！！[好爱哦][好爱哦][好爱哦]#林志玲[超话]#,OPPO随光而变R17,,2,m,6882687455,0,0,https://m.weibo.cn/u/6882687455?uid=6882687455,https://tvax3.sinaimg.cn/crop.0.0.664.664.180/007vN3pZly8fy3npesu8uj30ig0igaap.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382040374192200,4382040374192200,False,以后别在中国了，好么，真的就没学过历史，不知道耻辱二字么？还这么大张旗鼓的秀，生怕别人不知道是么？,微博 weibo.com,此生若得安稳谁愿颠沛流离,657,m,6011014224,0,0,https://m.weibo.cn/u/6011014224?uid=6011014224,https://tva3.sinaimg.cn/crop.0.0.200.200.180/006yNBokjw1f787cnuhrpj305k05kjrc.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382035856294181,4382035856294181,False,爱·无碍[心],微博 weibo.com,不质疑！不懈怠！不放弃！,62,f,6104843734,1,2,https://m.weibo.cn/u/6104843734?uid=6104843734,https://tvax3.sinaimg.cn/crop.0.0.996.996.180/006F9iJwly8fszce8viwpj30ro0rogna.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382032799436663,4382032799436663,False,女神新婚快乐～～,荣耀10 AI变色更潮美,,22,m,2325515015,0,0,https://m.weibo.cn/u/2325515015?uid=2325515015,https://tvax3.sinaimg.cn/crop.0.0.996.996.180/8a9c8b07ly8fv77xoejckj20ro0rowi0.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382028147979881,4382028147979881,False,//@段子菌:哇塞⊙∀⊙！祝福女神找到真爱，转发给粉丝送一个520块恋爱基金，15号开奖，只要相信，真爱永远不会缺席[心]@微博抽奖平台,荣耀9i 千元潮美旗舰,,111,f,6090521266,1,2,https://m.weibo.cn/u/6090521266?uid=6090521266,https://tvax4.sinaimg.cn/crop.0.0.996.996.180/006EbcNYly8g0abat3wbej30ro0ro0v0.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382023717878063,4382023717878063,False,//@决堤怎么提:林志玲滚出中国,荣耀7X 全面屏手机,,2,m,7189129356,0,0,https://m.weibo.cn/u/7189129356?uid=7189129356,https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382020518105212,4382020518105212,False,转发微博,OPPO R9s,,7,f,7138967555,0,0,https://m.weibo.cn/u/7138967555?uid=7138967555,https://tvax1.sinaimg.cn/crop.0.0.996.996.180/007N8nzZly8g30tivnr8bj30ro0roabi.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382015010920012,4382015010920012,False,&lt;属于自己的人生&gt; 谢谢志玲姐姐所给予的勇气，福她的婚姻璀璨幸福!  妈妈最能理解女性在工作和家庭之间的难处， 也提醒了我，到底人生追求的是10倍成长速度，还是放慢脚步多看看旁边的美丽风景？ 但愿10年后的我，也有足夠的勇气再重新找回自己的人生~,微博 weibo.com,人气饮食內容网站美味生活HowLiving，是料理研究家、食谱作家和食物摄影师。,13,f,7082592841,0,0,https://m.weibo.cn/u/7082592841?uid=7082592841,https://tvax4.sinaimg.cn/crop.151.48.888.888.180/007JjPWply8g25fbflu3kj30tn18g7g1.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382011403767978,4382011403767978,False,#林志玲结婚# 祝福~//@松下吸尘器:#林志玲结婚# 啊啊啊啊啊 恭喜女神！[憧憬][憧憬][憧憬]想承包你家吸尘器！！这么开心不如抽一位送志玲姐姐签名扫地机吧！不为啥！就因为开心！祝福祝福！,微博 weibo.com,,372,m,1760513842,0,0,https://m.weibo.cn/u/1760513842?uid=1760513842,https://tvax2.sinaimg.cn/crop.6.0.500.500.180/68ef4f32ly8fnhqyipcnfj20e80dwaaa.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382006194104226,4382006194104226,False,真的吗//@段子菌:哇塞⊙∀⊙！祝福女神找到真爱，转发给粉丝送一个520块恋爱基金，15号开奖，只要相信，真爱永远不会缺席[心]@微博抽奖平台,荣耀手机 勇敢做自己,超会说   超会睡,94,f,6820060621,0,0,https://m.weibo.cn/u/6820060621?uid=6820060621,https://tvax1.sinaimg.cn/crop.192.0.575.575.180/007ryhjLly8fxbyi7paeij30qo0fzgmo.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4382001387413536,4382001387413536,False,小泽玛丽玲 比黑泽志玲好听多了,微博 weibo.com,未来将属于两种人：思想的人和劳动的人。实际上这两种人是一种人，因为思想也是劳动。,263,f,6097054532,1,2,https://m.weibo.cn/u/6097054532?uid=6097054532,https://tvax3.sinaimg.cn/crop.0.0.225.225.180/006ECCpegy1ffcs287h6uj306a08c0sp.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381996568389936,4381996568389936,False,祝福祝福祝福~,微博 weibo.com,渊蓝视界（北京）文化传媒有限公司，是集婚礼策划、展会布置、庆典活动举办等业务为一体的文化服务公司。至今已经收获了近千对新人的信任和赞许。这成为了公司强大的发展动力，给予了我们无穷的信心。广泛的行业资源，专业的策划师、设计师、工程师为您保驾护航；别出心裁的创意，一对一的私人订制，严谨周到的服务精神，都展现了公司蒸蒸日上的未来发展前景。 我们的理念：私人订制，寻找只属于您的精彩。 我们的宗旨：愿作一双翅膀，实现您的梦想。,280,f,6450405415,0,0,https://m.weibo.cn/u/6450405415?uid=6450405415,https://tvax1.sinaimg.cn/crop.18.18.114.114.180/0072xf71ly8g2cocyss6mj30460463yy.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381994207116177,4381994207116177,False,//@许魏洲ZZ:祝我女神新婚快乐，幸福一生。❤️,iPhone客户端,,39,m,6575197821,0,0,https://m.weibo.cn/u/6575197821?uid=6575197821,https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/007aYRjLly8g1iclci1umj30u00u00w1.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381991136412669,4381991136412669,False,转发微博,iPhone客户端,,77,f,5028287220,0,0,https://m.weibo.cn/u/5028287220?uid=5028287220,https://tva1.sinaimg.cn/crop.0.0.996.996.180/005uibcMjw8f5fhdi8u97j30ro0rpdhi.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381989170222846,4381989170222846,False,//@海伦凯勒眼镜:#林志玲结婚##爱与勇气#，真我追寻，千变的世界，成为内心光芒的所在。用深情的祝福送给志玲姐姐，转发并点赞此微博，点赞数达500个即抽出5个粉丝送出志玲姐姐亲手设计的海伦凯勒光芒系列太阳镜一副，达1000个赞再抽出20个粉丝赠送光芒系列太阳镜，达2000个赞再加送100个粉丝光芒系列,HUAWEI Mate 20,不乱于心，不困于情。不畏将来，不念过往。,8632,m,6618323763,2,12,https://m.weibo.cn/u/6618323763?uid=6618323763,https://tvax4.sinaimg.cn/crop.0.0.996.996.180/007dTOltly8g36twwm7qqj30ro0rowgo.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381984660860693,4381984660860693,False,//@360家庭防火墙:#林志玲结婚# 结婚装修新房，买360家庭防火墙！【360家庭防护墙·路由器二合一】上得了厅堂，穿得过厚墙，挡得住流氓！喜得贵子之后更能守护孩子上网安全，快了解一下[doge]转发微博抽两台！@微博抽奖平台,HUAWEI nova 2 Plus,,92,m,1804898965,1,11,https://m.weibo.cn/u/1804898965?uid=1804898965,https://tva3.sinaimg.cn/crop.0.0.720.720.180/6b949295jw8emyfdidgydj20k00k00w9.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381980043189373,4381980043189373,False,//@海伦凯勒眼镜:#林志玲结婚##爱与勇气#，真我追寻，千变的世界，成为内心光芒的所在。用深情的祝福送给志玲姐姐，转发并点赞此微博，点赞数达500个即抽出5个粉丝送出志玲姐姐亲手设计的海伦凯勒光芒系列太阳镜一副，达1000个赞再抽出20个粉丝赠送光芒系列太阳镜，达2000个赞再加送100个粉丝光芒系列,vivo AI智慧拍照X21,fake it till you make it,74,f,5487893816,0,0,https://m.weibo.cn/u/5487893816?uid=5487893816,https://tvax4.sinaimg.cn/crop.0.0.996.996.180/005ZoDSoly8g4b8ik2q0jj30ro0ro0uo.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381975466694114,4381975466694114,False,//@段子菌:哇塞⊙∀⊙！祝福女神找到真爱，转发给粉丝送一个520块恋爱基金，15号开奖，只要相信，真爱永远不会缺席[心]@微博抽奖平台,OPPO R9s,,8,f,6723019334,0,0,https://m.weibo.cn/u/6723019334?uid=6723019334,https://tvax1.sinaimg.cn/crop.0.0.996.996.180/007kZ6rIly8fvlicgl1jqj30ro0rotc7.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381969293038415,4381969293038415,False,转发微博,iPhone客户端,,0,m,2667759631,0,0,https://m.weibo.cn/u/2667759631?uid=2667759631,https://tvax4.sinaimg.cn/default/images/default_avatar_male_180.gif,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381967753423083,4381967753423083,False,//@便利蜂:#林志玲结婚# 祝福美丽的志玲姐姐，终于到达了生活的【幸福站】[爱你]。 吃瓜群众们揣着狗粮，来便利蜂感受咱日常的小小幸福吧[太开心],iPhone客户端,♡张杰勇敢飞 星星永相随♡,447,f,5827597644,0,0,https://m.weibo.cn/u/5827597644?uid=5827597644,https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/006mo0moly8g3uqx7rz7sj30u00u0dk4.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381964251223742,4381964251223742,False,你女神结婚了哈哈//@许魏洲ZZ:祝我女神新婚快乐，幸福一生。❤️,暴躁大哥的Android,是个俗人     酒肉人生,164,f,5238124335,5,12,https://m.weibo.cn/u/5238124335?uid=5238124335,https://tvax2.sinaimg.cn/crop.0.0.996.996.180/005IuDqnly8fxumxlyub9j30ro0ro74v.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381958056030269,4381958056030269,False,转发微博,微博 weibo.com,实验2018届🌘,1070,m,5024341217,1,2,https://m.weibo.cn/u/5024341217?uid=5024341217,https://tva3.sinaimg.cn/crop.0.0.640.640.180/005u1CFzjw8f04y77y750j30hs0hsabi.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381954730826131,4381954730826131,False,小姐姐，要幸福哦！//@松下卫浴:恭喜松下首席体验官志玲姐姐！！[男孩儿][女孩儿]新家的全套卫浴我承包了！！顺便抽个奖，转评本条微博，抽一台松下即热全功能款智能马桶盖5210！！不为啥，卫浴君高兴！！[好爱哦][好爱哦][好爱哦]#林志玲[超话]#,OPPO智能手机,小主儿～安,9592,f,1746497281,1,11,https://m.weibo.cn/u/1746497281?uid=1746497281,https://tvax3.sinaimg.cn/crop.0.0.664.664.180/68196f01ly8g3ly0lojmdj20ig0igdgx.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381952859181652,4381952859181652,False,能长久吗？过几年在看吧！,HUAWEI nova 3e,踏实做事，老实做人,66,m,6587594072,0,0,https://m.weibo.cn/u/6587594072?uid=6587594072,https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381947889341721,4381947889341721,False,//@360家庭防火墙:#林志玲结婚# 结婚装修新房，买360家庭防火墙！【360家庭防护墙·路由器二合一】上得了厅堂，穿得过厚墙，挡得住流氓！喜得贵子之后更能守护孩子上网安全，快了解一下[doge]转发微博抽两台！@微博抽奖平台,Android客户端,有时候走过一段路，心才会清澈,204,f,5677454120,4,13,https://m.weibo.cn/u/5677454120?uid=5677454120,https://tvax2.sinaimg.cn/crop.0.0.1002.1002.180/006ce1aEly8ftketw02p9j30ru0ru762.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381943980111745,4381943980111745,False,转发微博,直达服务,,187,f,5095681179,0,0,https://m.weibo.cn/u/5095681179?uid=5095681179,https://tva3.sinaimg.cn/crop.0.58.290.290.180/005yQXs7jw8ev936vcquyj30820bbaae.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381939160788423,4381939160788423,False,//@沃尔沃汽车VolvoCars: 祝沃尔沃汽车品牌体验大使林志玲小姐，新婚快乐！[爱你][爱你][爱你]#林志玲结婚#,360安全浏览器,中山中汽南方汽车销售服务有限公司位于中山市西区彩虹大道161-1号【中山西区汽车街】；占地面积约5030平米，是中国正通在中山的全资子公司，自2012年成立以来，以优质的产品和服务得到了广大中山市民消费者的厚爱与支持，成为中山市高档豪华汽车行业的一个代名词。 中山中汽南方沃尔沃4S店是瑞典沃尔沃豪华汽车品牌在中山地区唯一经销4S店；集整车销售、售后服务、配件供应、信息反馈四位一体的沃尔沃汽车全品牌4S店。该店本着诚信为本、服务为魂、求实创新、追求卓越的企业宗旨。公司员工同心同德，以忠诚对待公司、以勤奋对待工作、以热诚对待用户，从而促进了公司稳定和谐发展。几年来销售业绩节节攀升，售后服务日争完善，企业管理不断提高。,446,m,2834870682,0,0,https://m.weibo.cn/u/2834870682?uid=2834870682,https://tva4.sinaimg.cn/crop.37.18.870.870.180/a8f8b19ajw8f175451bukj20qj0qjgnc.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381935834571817,4381935834571817,False,日本人残忍暴力历史之仇不共戴天，，小心有家暴倾向。,微博 weibo.com,,182,m,6360779125,0,0,https://m.weibo.cn/u/6360779125?uid=6360779125,https://tvax3.sinaimg.cn/crop.0.0.299.299.180/006WtbdHgy1fqk8mowco9j308c08cjrd.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381930256814050,4381930256814050,False,转发微博,小米6 拍人更美,,15,m,6296847416,1,11,https://m.weibo.cn/u/6296847416?uid=6296847416,https://tvax4.sinaimg.cn/crop.0.0.996.996.180/006S8VF6ly8g3j166vh9xj30ro0rota1.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381928708851692,4381928708851692,False,//@松下吸尘器:#林志玲结婚# 啊啊啊啊啊 恭喜女神！[憧憬][憧憬][憧憬]想承包你家吸尘器！！这么开心不如抽一位送志玲姐姐签名扫地机吧！不为啥！就因为开心！祝福祝福！,iPhone客户端,爱做梦的小锦鲤....,61,f,2656870361,0,0,https://m.weibo.cn/u/2656870361?uid=2656870361,https://tvax2.sinaimg.cn/crop.0.0.477.477.180/9e5c9fd9ly8g239ag3vo9j20ej0dl74i.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381920856931964,4381920856931964,False,希望大家对志玲姐姐的恋情多多祝福，不要再编造不实传言了，志玲姐姐收获幸福并不容易，希望她和老公能一直幸福下去[爱你],360安全浏览器,你不认真，我便不当真～,790,f,1772756141,0,0,https://m.weibo.cn/u/1772756141?uid=1772756141,https://tvax4.sinaimg.cn/crop.0.0.512.512.180/69aa1cadly8fsizuf5etij20e80e8wfj.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381917187338500,4381917187338500,False,See u next generation:(,iPhone,,3,m,7033430085,0,0,https://m.weibo.cn/u/7033430085?uid=7033430085,https://tvax2.sinaimg.cn/crop.0.0.512.512.180/007FZysJly8g13d6p8hi1j30e80e8dgo.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381912124579089,4381912124579089,False,又是广大男性同胞们，失恋伤心的一天[笑cry][笑cry],iPhone客户端,有兴趣了解冻卵的朋友可以添加我的❤：YoyoLin1986（也可以直接call我）,1092,f,6599785557,3,2,https://m.weibo.cn/u/6599785557?uid=6599785557,https://tvax1.sinaimg.cn/crop.682.141.1137.1137.180/007cE1I9ly8ft840052qyj31kw11xn9y.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381907854573464,4381907854573464,False,转发微博,Android,开心每一天哦,5,f,7188704171,0,0,https://m.weibo.cn/u/7188704171?uid=7188704171,https://tvax1.sinaimg.cn/crop.0.0.996.996.180/007Qv4ltly8g3wgwuc7dtj30ro0ro41s.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381900946308116,4381900946308116,False,//@段子菌:哇塞⊙∀⊙！祝福女神找到真爱，转发给粉丝送一个520块恋爱基金，15号开奖，只要相信，真爱永远不会缺席[心]@微博抽奖平台,荣耀10青春版,,103,f,6969296076,0,0,https://m.weibo.cn/u/6969296076?uid=6969296076,https://tvax1.sinaimg.cn/crop.0.0.996.996.180/007BEshely8g1viouo6eoj30ro0rptbp.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381893631893931,4381893631893931,False,//@松下轻厨房:[男孩儿][女孩儿]恭喜首席体验官志玲姐姐！！新家的全套厨房家电我承包了！！顺便抽一个奖，转发这条微博的，抽一台松下高温蒸烤箱。不为啥，我高兴！！！#林志玲[超话]#,Android,一个🎀,85,f,6942780659,0,0,https://m.weibo.cn/u/6942780659?uid=6942780659,https://tvax1.sinaimg.cn/crop.0.0.996.996.180/007zRcpdly8g3sq6967hyj30ro0rowh5.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381888871351022,4381888871351022,False,@Sara楠cn_332 @tony_zsw @xhtln //@松下轻厨房:[男孩儿][女孩儿]恭喜首席体验官志玲姐姐！！新家的全套厨房家电我承包了！！顺便抽一个奖，转发这条微博的，抽一台松下高温蒸烤箱。不为啥，我高兴！！！#林志玲[超话]#,,怀着一颗感恩的心那样会越来越幸运哒！,5286,f,1850832723,6,12,https://m.weibo.cn/u/1850832723?uid=1850832723,https://tvax2.sinaimg.cn/crop.0.0.512.512.180/6e517753ly8g45g6kfcqhj20e80e80sz.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381876388884748,4381876388884748,False,转发微博,Android,坚决支持坏人作死,53,m,6991591197,0,0,https://m.weibo.cn/u/6991591197?uid=6991591197,https://tvax4.sinaimg.cn/crop.0.0.996.996.180/007Da0fXly8g0neogf91lj30ro0ro0u8.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,数据获取成功,06-11,4381872777532424,4381872777532424,False,//@松下轻厨房:[男孩儿][女孩儿]恭喜首席体验官志玲姐姐！！新家的全套厨房家电我承包了！！顺便抽一个奖，转发这条微博的，抽一台松下高温蒸烤箱。不为啥，我高兴！！！#林志玲[超话]#,Android客户端,,341,f,6159766935,1,2,https://m.weibo.cn/u/6159766935?uid=6159766935,https://tvax4.sinaimg.cn/crop.0.0.750.750.180/006IRKLBly8fqtno3ags5j30ku0kut9v.jpg,林志玲,845,42,True,女演員、中國扶貧基金會志玲姐姐之家築巢專案項目發起人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
